title,artist,id
Liquid Swords,GZA,4dmh3OPtAhbEybhGoOG9TE
Mistadobalina,Del The Funky Homosapien,2ECYtCiyC3zLvFTybWv75p
Preservation,"Aesop Rock, Del The Funky Homosapien, Wu-Tang Clan",4m5zY9PRJvqPRDhDMJwSel
Act Too (The Love Of My Life),"The Roots, Common",0WFS2dD69nOF7UQOlC0uyE
Only You (feat. The Notorious B.I.G. & Mase) - Bad Boy Remix,"112, The Notorious B.I.G., Mase",6zOg9gP62RJSsKFeOBAgvH
Back to the Hotel,N2DEEP,2TVWQ8xDTLvjimMSqW3F96
Ova Confident,Nine,1bqROE2NpSgswUmtxvzWYs
The Red,"Jaylib, Madlib, J Dilla",39DqjGQSh3UvzQxueQSauA
Unexplained,Gravediggaz,6pWUFtH0UjATlp9KM2dRNx
Blood Runs Cold,"Jedi Mind Tricks, Sean Price",1d1fZUceM2zK6HETEYtzxJ
Duffle Bag Boy,"Playa Circle, Lil Wayne",09lqmgrszQIGrS5tFlrmhE
Dark Places (feat. Tech N9NE),Ceza,4bH2mQ8i5eHqCMoiUFZzqO
No Airplay,LL Cool J,3dKP8zigsLyMEtTGZpEdco
Duel Of The Iron Mic,"GZA, Masta Killa, Dreddy Kruger, Inspectah Deck, Ol' Dirty Bastard",1OYjATyA5kqLK3CfYfvg3y
My Life,"The Game, Lil Wayne",4GXH9A6fzuE0MNtqtzjhLg
Hot This Year (feat. Brand Nubian & Diamond D),"Kid Capri, Brand Nubian, Diamond D",6xvlv0vhBr0KyAn7kMXzCJ
Anything U Want (feat. QBall & Curt Cazal),"Rae & Christian, Q*Ball, Curt Cazal",0LHyVczrbEVf2BIDzX7z3a
What You Know,T.I.,0CAJdthKDdRjB2h8YOguN6
Can I Watch? (feat. Apani B as Nikki),"Viktor Vaughn, Apani B",4i4P1ACAeWcyJTxQSd0prx
Dip Dip Di,"Keith Murray, Erick Sermon",2KY5gpMK4iZQoP7os1Ll6B
La-Di-Da-Di,"Slick Rick, Doug E. Fresh",0WYu233HGAjMAu9UK5iHtS
On My Block,Scarface,6cxJxiJNRHnjCyfFlcstGd
Fear,Drake,5WfBl43XUcWng7OnB8LKNW
Black Ice (Sky High) (feat. Outkast),"Goodie Mob, Outkast",6YmF1hz1xsGghABFr32zt3
I Miss My Dawgs,Lil Wayne,1X4WpwBLhUVMeRJwHGKYTT
It's a Shame,Devin The Dude,1M55Gx2symjEAbNiLfuUng
No Fear,O.G.C.,4m3gxoAguorjKhon1lclXI
The Upgrade (feat. Oddisee & Posdnuos),"J-Live, Oddisee, Posdnuos",5PxsMclRl0vol1xiEi03we
City Lights - prod. Havoc,"La The Darkman, Havoc",0q1EIKOk6e1gwf0ZWRWfZX
Timz N Hood Chek,Smif-N-Wessun,4dJK5SWeZp2DNpReLKfNl6
Ringing Bells,Masta Killa,1HRa6NecB42nXSFxpmofdm
Hellrazor,2Pac,1zM8jy4HqgLD12XgHatfch
Ghetto Supastar (That is What You Are) (feat. Ol' Dirty Bastard & Mýa),"Pras, Ol' Dirty Bastard, Mýa",31bf9SEOppLU6lQ85d8om6
Everything's Gonna Be Alright,Naughty By Nature,16yaPSIIWqCIYpFRcZHaE7
Neva Have 2 Worry,Snoop Dogg,7jtJAr2MUgRorLuNnOJJ4S
Real Soon,"Snoop Dogg, Hell Rell",066G7ir7EUcYilkqogdyIX
The Rules,"Saigon, Statik Selektah",4e7uMqNLrlk9zVv23XRhfq
Worldwide,Royal Flush,51ehwRYBLHsF79TQGH7tIf
Excursions,A Tribe Called Quest,4tEaytMs86hIaOSsiGoLcP
Think It Through,Brother Ali,5TXm890nJQUQTZ1iwsPiOW
Mona Lisa,Slick Rick,5JV45IebgbfO3EylYV49rl
Captain Save A Hoe,"E-40, The Click, Suga-T, D-Shott, B-Legit",4ixD6bSwnSlzuBrd2c80vI
West Savannah,Outkast,5yTQ7Vy6EwKwB64Vho90LI
Vapors,Biz Markie,76oB6OFO1i4UFHL9rUXRlh
The Testimony,"Mack 10, Young Soprano, Pastor Steven Hamilton",7Hg766VQlua7SEpmvuJ8e2
Lights Please,J. Cole,6sZv0ECT8cEW3oZtoCuVg4
Jesus Piece,"The Game, Kanye West, Common",1yIhFZoPNT8LcIz7n1MVHn
Crime Library,"Vinnie Paz, Blaq Poet",5cMJ1r3I5Nt8Mi6NGqWXl9
Just The Two Of Us,Chubb Rock,2Y2BMQpevDt8Vr5Cadw4Jn
Ghetto Cowboy,Bone Thugs-N-Harmony,3PYtlkObLFZ2SaFjS4TyJR
History,"Mos Def, Talib Kweli",0VW12YeD00BLtON2CRXwTc
Dream Big - Feat. Akon,"KXNG Crooked, Akon",13tjINj0nYfOEMoTsLdq0p
Oh Really Remix feat. Talib Kweli & Geo of Blue Scholars,"KRS-One, Buckshot",4TpH7zAIKzl9CjcntwZ5BU
Positive Balance,"Immortal Technique, BigZoo",6C6kmwabmhtrPRQeKi0qdl
Going Home with Me (feat. Keith Sweat & R.O.C.),"Jermaine Dupri, Keith Sweat, R.O.C.",5yEOfhZGKaqWW0qDmbxzPZ
Project Jazz,"Hell Razah, Talib Kweli, MF DOOM",3xOS9kB2ptTiq0drFn27qV
What's Your Fantasy (Featuring Shawna),"Ludacris, Shawnna",4LwOrnuxJwR7C5Sw4liY4Z
On and On,Shyheim,5eqxRVBrzSXdDOScpcRf84
Jesus Walks,Kanye West,5g1vtHqi9uV7xtYeCcFOBx
Lil' Ghetto Boy,Do Or Die,7pshG71ijxQ1C9dKO7bzDf
Baby Got Back,Sir Mix-A-Lot,1SAkL1mYNJlaqnBQxVZrRl
Let It Be,Dyme Def,3gqnOpefgHHJ9QERNtIblj
Alienated (feat. Smitty),"Elzhi, Smitty",1MeCfKzBxdtQ2bZViMR7UC
Life As A Shorty (feat. J. Mitchell),Fashawn,6i44FTUD4EIJKl6eOZL7P6
Motown 25,"Elzhi, Royce Da 5'9""",5TAL6mssX0QjRFon1AQvVX
How Ya Like Me Now,Kool Moe Dee,03SrVtN1UcstvinRAjrfff
Coastin',"Zion I, K.Flay",2FhN2KhUvT91Q3Er4v9Qpd
Sound Bwoy Bureill,Smif-N-Wessun,3enjxX3aOAsFyaKeH1O9jO
Round & Round,Twinz,13Mzo1l88eZPohxdl5T1qv
I Can't Wait,"Sleepy Brown, Outkast",1JfPdIujVi77okgLMfW110
Jealous Got Me Strapped (feat. 2Pac),"Spice 1, 2Pac",1EBrDRYF0NU5nSKy05NIQz
Things'll Never Change (feat. Bo-Rock),"E-40, Bo-Rock",4Z7fsseN51XbQz9JckKnfC
Superman,Skee-Lo,5XIr7Y0W30o0xt0LQUgn4m
Rainy Dayz (feat. Ghostface Killah & Blue Raspberry),"Raekwon, Ghostface Killah, Blue Raspberry",6j4BQbCcDPvj70Gsi8z6vu
Doin' It,LL Cool J,2e7mHNFlXCkFdKjJ3nsK9E
Candy Rain - Heavy D & TrakMasterz Mix,"Soul For Real, Heavy D",06BVBCaeiyummdP4zJEDIv
Cavvy Sounds,Lil 1/2 Dead,1kqD2jYttuXvmzbbeb9ZAT
Believe It,Saigon,0OFw2wuhPYc2GeB6wdDKhh
Call Me (She Said),"Joell Ortiz, Novel",70ma1Bessfv2Ra7mazEXmq
This Life,Denzel Curry,2aQwdBWk4vSPWk1Csgtzdo
We Run New York (feat. Teflon),"M.O.P., Teflon",6UuChgb3ZPlsctOCi7Pkhh
Game Tight,JT The Bigga Figga,2XYc7yhzWTQ5mHeZYqNNfA
Who Shot Rudy,Screwball,06bYhzNd9JO6toOsfmNqui
Up Against The Wall - Low Budget Mix,Group Home,3PZEyO6STzx7861KrujKB3
Regulate,"Royal Flush, Mic Geronimo",11Yk4i4EolLpZrOddHLugX
The Cash,Cocoa Brovaz,5pD7vgKm15q5x77KuqcPjJ
Rugged Ruff,Bahamadia,6J82l8grt8tn6yWKlvgGFm
Perfect Match,Cella Dwellas,5n6inewkkkFF15KqTXv1C7
Soundman,Organized Konfusion,7f7A0riDrdLqFTEtHbVfmM
We Pledge Allegiance (feat. Prodigy of Mobb Deep),"Cocoa Brovaz, Prodigy",3L3qTrz7gsdy601u7MeJfy
Allies,Poor Righteous Teachers,0ItyPybRwM30VtaEJRyzqC
Ya Playin Yaself,Jeru The Damaja,4pgm4Fx97oVh3R5MTvFuCc
What I'm Here 4,Gang Starr,6NjXLhejj5dVjTyeU8SbVM
Word Iz Life,Poor Righteous Teachers,1xx5D6uraG5LfrNPHxLOed
Back in the dayz remix,Cocoa Brovaz,1zGecA82fLRdlZFRgacLxJ
Put Up Or Shut Up,"Gang Starr, Krumbsnatcha",51XUPNxANvPgANezVXAR1J
Myah Angelow,Cocoa Brovaz,5ZwR8eWCCZgBsc3oi1iaoq
Headbanger,"EPMD, Redman, K-Solo",17GdAx0kHOFNXZiCj8HuOW
Ill Bomb,"Funk Flex, Big Kap, LL Cool J",7e3YBmI6nHIvx2tevyLdeV
Breakin' the Rules,M.O.P.,643K3eEgRvdJiXjSzlz7dg
Let It Go,Redman,1VpQX7n2K5Q86momU6TARy
Root of Evil,Yukmouth,1ALJ6etvDBWZ4mBnybVWf6
Fallbac,"Jooba Loc, Snoop Dogg",3n8zRwGAw3i73wEcZzFjmr
XL (feat. Large Professor),"X-Ecutioners, Large Professor",4XifYC1TlOvfjzEZBTnBG1
Actin Crazy,Action Bronson,3clX2NMmjaAHmBjeTSa9vV
Nothin' At All (feat. Skoolie 300),"Chuuwee, Trizz, Skoolie 300",4IiI9lpobMyEbhV5VstNs7
Broken Language (feat. Trigger Tha Gambler) - Street Vocal,"Smoothe Da Hustler, Trigger Tha Gambler",556oKORD0ZQPLI3zhsDeij
O Eight,Sap,6Slcg7ZF8DdeXtHOrmpWlV
Insomniac Dreaming,A.Dd+,250jCVNYW5p5Y0vqJHMWp3
Drift Away (feat. Ab Soul),"Pro Logic, Ab-Soul",24sQ7GmqLiUYHGMQoj4V2V
Grown Up,Danny Brown,2KrkWcSP0oFWBUZzvj9KjS
Come Around,Collie Buddz,5NNFP3f9nTKsEuVwKlWYZc
Next Levels,King Geedorah,58MeeOMk6PMQxXWY9YCNPD
Karma,Mood,7FyuOzN1V1Whhyh46tPiWZ
Thugz Cry,Bizzy Bone,4hkPg8gCpHIRDbdBRSTynD
"The Gangsta, The Killa And The Dope Dealer",Westside Connection,6MbxtmdQYE6eljl9sntLZt
N 2 Gether Now,Limp Bizkit,4jxKAwocvyn4nKUbA7rBU8
Warrior's Drum,King Just,2s5aO9giqdzz3vrAa2pw55
Return of the Mack - C&J Extended Mix,Mark Morrison,7gHtm3BUJgbET8Vmit2lu6
Oldie,Odd Future,53dkS3h9uTNsWYZTPacnpx
Special,"Strange Fruit Project, Thesis",0rVmAzRuch2J8raISV60uM
Call Me D-Nice,D-Nice,6lViXEoeYwsNxxviO46IjZ
Low Class Conspiracy,Quasimoto,3qCZYiKPRbJG5Gypi7YH5H
Inspired By Fire,"DJ Premier, Bumpy Knuckles",5DS4E5A8yUjPCy8bVvoo6C
What a Nigga Know?,KMD,6ZClQUx5QAuTuR2v2wx37F
We Roll Deep,The Conscious Daughters,679RG1vQ3m1liChyglObX9
Love Comes & Goes,Ed O.G. & Da Bulldogs,4veJP4nHpppyyq4y7QW40C
"1, 2 Pass It (Remix)","D&D Allstars, Mad Lion, Doug E. Fresh, KRS-One, Fat Joe, Smiff N Wessun, Jeru The Damaja",1UkPSDESGWOLd6OHr55HeM
Check N' Me Out,Def Squad,6VqQjCxM21kapF2RxdTtYA
Bow Down,Westside Connection,667CkwNvTozFtCMDC7BfBU
Nuttin' But Love,Heavy D & The Boyz,43JSZNyRzLa3nD9W0hfD48
These Days,"Fuskee, Daz Dillinger, Nate Dogg",7yJZO5U57LEDNoW1QD5PC8
Elevation (Free My Mind),The B.U.M.S,4VrnPXVygyvVngnvbOv4Kl
Where Brooklyn At - Original,"DJ Hotday, Pac, Biggie, Scoob, Kane",2N06HmRkR7iRqhvbsaumwe
Where I Wanna Be,"Shade Sheist, Nate Dogg, Kurupt",3wQ8RcbLwNRH53FelAVCkX
Watcha Gon Do? (feat. Big Pun),"Terror Squad, Big Pun",2KjXJgUL1D9iRffPvwnTN9
This Is How We Do It,"Montell Jordan, Wino",1poBO3pO6fkqPYG6n8J5cX
E=mc2,"J Dilla, Common",6EJUYauBxM66Jrz1X9MqqT
Same Old Sh*t,MC Ren,0awP7BRdUvnzBCaU9YOpiJ
Weapon World,"Prince Paul, Kool Keith",1Ffv87PYZnSIbzVaUAy7s0
Funky Dividends,Three Times Dope,6ak8QS2iSc0mZMSGdgjA6w
Skins (feat. Grand Puba),"Pete Rock & C.L. Smooth, Grand Puba",579TEjxOaZjL1iKCGgsgnd
No Half Smokin,Blueprint,2h8VF6qMNVHT9a8VreLSQw
Zip Code,Black Knights,2aOoyA2LHPZ0AiofAJkmqd
The Next Movement,"The Roots, DJ Jazzy Jeff, Jazzyfatnastees",0NSYVDo4ryxNWln7TfEyex
One To Grow On,The UMC's,5xELy29v1SKxWaEtgFCjaM
Lord Finesse Remix Of Run The Line,"Peanut Butter Wolf, Rasco",7j9W1WL0D8FxBIcKKnDXMo
Me So Horny,2 LIVE CREW,3EgvmOhP3NQUHY7d6PDOUg
Gun a n***a Down,Oftb,5wIxn13FpntERIZdw5Xt7e
What's Up Fatlip,Fatlip,5N5WZOiDFjoxfejS2CnEqM
Hay,Crucial Conflict,1hWz9OFDFcZNbQwmeWfZod
Who I Am,The Diplomats,6UyI6iKB6UoVehiKNeIyRz
"H20 (feat. Pharoahe Monch, Rakaa Iriscience, & Indjnous)","Apollo Brown, Ras Kass, Pharoahe Monch, Rakaa Iriscience",54v6Kv41W8AKToCb14PmJD
The Only One,"Blu & Exile, Blu, Exile, Jimetta Rose",53GyUog0e8fbctqyJieLS2
Let It Fall,Lin Que,4lD2Tahm75anCbAilasvhu
Charlie Brown (feat. Blu),Scienze,1Mf0wMktULmsA4cqXOPcPB
The Date,"Scienze, Lexus",0zpjqhc3CBFSjrXlr3ftim
Gold Soul Theory,The Underachievers,1wdUZfGOnuOOjjQq4Lk1Aw
More Than U Know,"Prince Paul, De La Soul",3fJsRgofagPS3Pwvt1gyaV
It's All Real,Pitch Black,5yZwz9vYydHpNaB89zU55H
I Wanna Smoke,"Gangsta Pat, Psycho",6aSpOtfzxFZ7hy0Bom7c1k
Starships And Rockets,"8Ball, MJG",2iCwqNzgXHrYWuUQc2qEs2
The Revolution,"Outerspace, Celph Titled",22nqlRaePnZUcoQtDg7dm4
G'd Up,"Tha Eastsidaz, Butch Cassidy",6Xjcd435ph7bI81nrxEjJF
Let Me Know,Hi-C,5YDUj8jdbeew1C6W5eT2IY
Compton,"Guerilla Black, Beenie Man",0nUNxZPdIOAfHT3r9doeBj
Ballad Of A Menace,C.P.O.,1SOwE0CzTDELRCNbAsknzD
East Side Rendezvous,"Frost, A.l.t., Nino Brown",3GzVpLKf9FHc5SoxhAVPeS
Rapid Fire (feat. Cella Dwellas),"Celph Titled, Buckwild",2dYuHujckxc0wB1dfgyrvW
All I Know,"DJ Jazzy Jeff, C.L. Smooth",0jiDNktlWWkfMQZBiN0SU5
Street Legends (feat. Chan),Singapore Kane,7lcB0wWJ9sHqSjZQ0MD2es
Thought U Wuz Nice (Dirty),Phife Dawg,1zTG8Vmn6j9hZ0sJCgK8tm
You Can't Play with My Yo-Yo (feat. Ice Cube),"Yo-Yo, Ice Cube",7yFVwzeawvaoysd2fyCR8t
Macula's Theory,"Prince Paul, Big Daddy Kane",5XXNwf98jhyQ6ZgKnW2wFs
Barbiturates,The Doppelgangaz,69uOiF8CfCWstu2e6k93Hm
Lifesaver,"Guru, Baybe",6pvd8OBnYlV6FqskUOvWlx
Touch Me Tease Me,"Case, Foxy Brown, Mary J. Blige",6sJd0TPJ3YzIcQ44YHdtDp
5 O'clock - Joe Quixx Remix,"Nonchalant, Joe Quixx",2yDsxPcUmuneZBWRmVOqiV
In Too Deep,"Nas & Nature, Nature",5zuhAjxCG4OKy4jyf2GWSL
Think Differently,"Casual, Roc Marciano, Vordul Mega, Tragedy Khadafi, Wu-Tang Clan",62fLI3gFezU8FRK0Y3PaKG
Boom - Radio Version,"Royce Da 5'9""",4PuwNJJB0qfYKMi0etVQXk
War,Little Brother,3VA6w5mesmwXiGgZFHGjrY
Living Legend,Murs,6cxvt1hAghlBXYY26IHwoi
Mother's Heart,"MF Grimm, Dj Fdrz",40nyMpYsW0ipUAiOKag0Ib
Mind Playing Tricks on Me,Geto Boys,63BokRfXSQhEU6Qi2dSJpZ
Shadowboxin',"GZA, Method Man",7bp5DfkdK1OAvNJ1U4HfDA
Above The Clouds,"Gang Starr, Inspectah Deck",3ZBSXNYdTZVaBUQI3E2rF6
Real Hip-Hop,Das EFX,7Kutf53V4k0CvU4nKu5oK6
"Nuthin' But A ""G"" Thang","Dr. Dre, Snoop Dogg",4YtoipFgf4k0AfD17ZfD5X
Auditorium,"Mos Def, Slick Rick",3a18OXXahgIhzzmKw9e7Kx
What They Do,The Roots,1B53Y95tPd4ah4FExO0egE
Woo Hah!! Got You All in Check,Busta Rhymes,09WxJCWFMWAxTHBLLelpDS
Gimme the Loot - 2005 Remaster,The Notorious B.I.G.,1xIxMz1sNQ4b6svH1GuTtF
Express Yourself - Remix,N.W.A.,6NLLIPKjqFRnbCorRNTEHe
I Got Cha Opin,Black Moon,5ViJ5BkM8rk6lxDWH4fcqp
Street Talkin',"Slick Rick, Outkast",4TGHOWSNAwUXn5onDQr0P1
If I Ruled the World (Imagine That) (feat. Lauryn Hill),"Nas, Ms. Lauryn Hill",5PQmSHzWnlgG4EBuIqjac2
Moment Of Truth,Gang Starr,1fotoYONO343JjbC8XvPSl
So Wat Cha Sayin',EPMD,01CuCSqlNItevX7F1GcopF
Punks Jump Up to Get Beat Down,Brand Nubian,1uMwnqhNjZArlhe0AsCo2L
Can't Wait - Extended Version,Redman,0gr7MtWpDjyWK3E0xCbJCX
"Da Mystery of Chessboxin' (feat. Method Man, U-God, Inspectah Deck, Raekwon, Ol' Dirty Bastard, Ghostface Killah & Masta Killa)","Wu-Tang Clan, Method Man, U-God, Inspectah Deck, Raekwon, Ol' Dirty Bastard, Ghostface Killah, Masta Killa",4xOTVtbCPcfxMs2hSt9D6i
360 (What Goes Around),Grand Puba,40qqb0Hmwh6uvdihbXAkum
Stress,Organized Konfusion,7kcOaMyfSqCCJdoMiDQ0Bg
Check Yo Self,Ice Cube,6juIzbXd7ERNLhYCcOpi7u
I'm Not a Player,Big Pun,0JyfYLKuXRmPhMkIPVstu5
The Creator,Pete Rock & C.L. Smooth,0vDgtmc5vMDyE69oYnAbUm
"Git Up, Git Out (feat. Goodie Mob)","Outkast, Goodie Mob",6XadDzmDVhtEQ1Itt5t8h8
C'Mon wit da Git Down,Artifacts,3MnwLa9KRUiv2gNFtWPvib
Smoke Buddah,Redman,3eY9pixHny3kVRLeqNezQx
Whutcha Want?,Nine,7vl0JjpJNnAHCREOnBKOkW
Battle of the Shadow,"Hieroglyphics, A Plus",0Uoy6tddffAsKaMFiQ5cZV
Beautiful Mind,Cormega,0RF2tfKBwSM0zDd55F6uMJ
Beauty of a Day (feat. The Regiment),"Apollo Brown, The Regiment",5kxD6X5IfdTsZkglWyIVzk
Bee Stings (Seraphémme),"Paranom, Purpose",1WJU4KDizOhqQpjqt49P8m
Beneath The Surface,"GZA, Killah Priest",1sHORj8kcuIce9Fi6nspRX
Beware,Big Pun,0fpVsdhxofrLCZL1CWETxa
Big Dreamers (Feat. Reks),Statik Selektah,49ZSF3Xd3vunwc11nXy3g9
Science of Life II,Reks,4RK7GzVYRBh7IS2EdVb85p
The Five Boroughs,Sadat X,62nHTanNSVSqGufuUqPe52
Heart Full of Sorrow (feat. Sadat X),"House Of Pain, Sadat x",0m1YMaRGJbrH4W94HYbAwd
Conquer da World (feat. Meka),"Rampage & Meka, Meka",0IS9nDHRCnl4hThkWZ3CH5
Big Poppa - 2005 Remaster,The Notorious B.I.G.,3moMtpCsPJvXirsyRwsD6u
Eyes Wide Open,The Underachievers,73DOrESfkASbhfJh2iEEsi
Good Man,O.C.,51tEl5UER4HeYksbE1RgUO
Put Jewels On It (feat. Run The Jewels),"Statik Selektah, Run The Jewels",4YYguhciEYIEmFLG4g0aFS
The Aura,"Apollo Brown, Planet Asia",3q3b39Y4F7b5EcFyg5FTCc
Coastin',"BluntOne, Moka Only",1fO0ugJcbyQ8RWSzd7K6HU
The Difference,"L'Orange, Blu, Elzhi",6RHUoTo2FfSkbygLRLpisM
Street Jazz,"Awon, Dephlow, Phoniks",18Qp2oQlUvoG09Xh5vlp4Z
Sunrise Love,"Dream Easy Collective, Lubvird, Alex",3zdWHXjZ7L8vgeu8dyHAtw
Polaroid,"Melanin 9, Walterwarm, Cowode, Karl Sage",7vzDLToSrBl0EallzSgBKl
Blossom,Curtis Roach,1Y63rJLx2KbigqvlXXwRNX
Bike Lock,Ivan Ave,4BAmVFSnxXKbZWhQyy2QKu
Eye of the Beholder,cbakl,5HIG4BN6k0NTx5QsxHvTX3
"Giving It Back, Pt. 2","Twit One, Turt",5hUt44SMDwH8mFfMdn1yzj
Smile,Sean Rose,5MawLmBDYqsebn7QhbvZWZ
diary,"Obijuan, Ntourage, Saito, Lester Nowhere",78zeiWGM3wHQ0KVZxWY77Q
Cromb,"Kenji, JUICEB☮X, Philanthrope, Omaure",3q71cTQcUvLwV4MFW1NFuE
Elusive,"blackwave., David Ngyah",4mbOTHs6heygME9uDHg0mf
Day to Day - Tone Tuoro Remix,"Jungle Brown, Ric Flo, MAEAR, Tone Tuoro",1sRkyMpctFXtKFUhIKdPYp
Fashawn,Fashawn,5fS8AAogHHtuX5fByTQVQm
Gravity,"A Cat Called Fritz, Audessey",1Yl0wYaGDYkfG5Z0RfZ4No
There You Go,Saba,1hU6EU9G10DTdedmU3DHi7
Heads up Eyes Open,"Talib Kweli, Rick Ross, Yummy Bingham",6ROROKURtru4ogQx279b1Q
Mind Games,"Ol' Burger Beats, Ivan Ave, Oliver the 2nd",74tG2TJFtsMxFaoMhnC5W5
Finesse Everything,Skyzoo,7jEFYeDua1reFCTOWQrJ9Q
Fruitful Remix,"Fredfades, Ivan Ave, Fresh Daily, JuJu Rogers",14a5Kx3oycE723xeqLyawD
Never,"S. Fidelity, JuJu Rogers",7AFMUNZo2gloBRiUVcVjLg
Break Them Shackles,Lando Chill,4ugFUuCZDci3k9ecFIrfCE
Indy 500 (feat. Decompoze),"Binary Star, Decompoze",5LNpXOGFarusDe0hRt76BK
Vibin',Athletic Mic League,7gkgfcphcJRM78LvlsFlHB
The Difference,Reservoir Doggs,5mph4TzdwWQle7RVuezf7W
All MC's,Dujeous,3jTQszE24MpE64P4L7fdTE
Big Phat Boom,Polyrhythm Addicts,42QllAEYdGMc9q8wstLeVj
Take Me Home (feat. Pharaoh Monch),"Polyrhythm Addicts, Pharaoh Monch",2Irde22ZlzFauXyMZHjV2t
Bent Life,"Aesop Rock, C-Rayz Walz",7LZZrxL1mwbMmp2L5S2iJm
Genuine,Triflicts,1pcYhCVIY5twZDDyxACb3Y
"What If? (feat. Shabaam Sahdeeq, Talib Kweli and Skam)",El Fudge,4UC5IDNLbeOuV6U80BphwG
Takin Ova - Us Version,"Reservoir Dogs, Shabaam Sahdeeq, J. Sexx, Mr. Eon, Tommy Tee",5kP68C0otfHxhTdtwJkk18
Lyrical Fluctuation,"Jigmastas, Mr Complex, Pharoahe Monch, Shabaam Sahdeeq, Talib Kweli",1aum3ek9xIMItcgMyIDbzy
Fly Script,Shabaam Sahdeeq,3DCETMPdlVOCrTyvOhdY0N
Takin Ova,"Diaz, Opaque, N-Light-N, Karma, Father Blanco, Tech-Rock, Tommy Tee, Warlocks",6rlgziqEE7WWmYjpq1W4UD
Horizon,"Mr. Eon, Black Sun, Basheeba Earth, Tru Personna, Tommy Tee",3cenDaz31DBjuHd2Mwxbyn
So Fantastic,"N-Light-N, Tommy Tee",1gmNDOAdUaTuuHfSTWe6SX
Blood Rush,"P Dap, F.T., Tommy Tee",6KGYeOqXHFiuDvEQH4kGBa
The Conjunction,"Zombi Squad, Tommy Tee",30F0zcPO7q9hjAYivELcUh
Educated,"Opaque, Tommy Tee",02H9GBdouj8NaNKuEHq4TB
Primoz II,"Trinity, Tommy Tee",1peHPtDHU5fllsRwVHE0g5
It' S All True,"Tommy Tee, COD Crew",29mncP2RWSrfFagu36F7VF
Aerodynamics,"N-Light-N, Tech-Rock, Father Blanco, Tommy Tee",6FfnCEftBtNHPBVi02XzmM
Intense,"Graig G, Will Pack, Tommy Tee",5ygDKtTj8OhTtN6DCc2npY
Hip Hop Love,"Wisdom Life, Star Orion, Shawn J Period, Tommy Tee",6ALnE9ede2wV723txPRIJl
Day by Day,"A.L., Punch, Words, T. Kweli, Tommy Tee",3n9iHt0l9JysSrUuh41ook
Defenders of the North Sea,"Diaz, Tommy Tee",7ebxf9rH029bYqYhcAC2Si
Crown Holders,"Scam., I.G. Off, Hazadous, Tommy Tee",3qI9FumogesNsUeKEixe5Z
Spectactors,"Opaque, Tech-Rock, Tommy Tee",7KoPo1kRiy7qJtheScBL2u
Dance in the Darkness,Tommy Tee,5nCQ6ZNEsq8o2aVZY9bxAg
Black Nostaljack AKA Come On,Camp Lo,5ETM3aBrDf45TWg9AgnWQD
Body Rott,Bone Thugs-N-Harmony,3PgighK4gF2vYaPtjIpzuv
Sparkle,Camp Lo,2z3yusFTUqBSSmxRPk9Bzn
Scapegoat,Atmosphere,45zAJxISzVBR6FOiNDH5FU
Go with the Flow,MF DOOM,1Ulk1RYwszH5PliccyN5pF
Blaze It,Bone Thugs-N-Harmony,70RGXZzd2dveZVNmICfusa
T.O.N.Y. (Top Of New York),"Capone-N-Noreaga, Tragedy Khadafi",6nY6BZe29PYW265ZlrQfAZ
"Hellz Wind Staff (feat. Streetlife, Ghostface Killah, Inspectah Deck, Method Man, RZA & Raekwon)","Wu-Tang Clan, Streetlife, Ghostface Killah, Inspectah Deck, Method Man, RZA, Raekwon",1KXpyjHZgLH7zo9D0XZ25U
Sock It 2 Me (feat. Da Brat),"Missy Elliott, Da Brat",08bn759cPYICtUPoYx29P0
Park Joint,Camp Lo,0LeHoHfTGskXR1ttb9wdYj
Gas Drawls,MF DOOM,5PZvQeHocidnZ73a3pHO76
"4,3,2,1","LL Cool J, Method Man, Redman, DMX, Cannibus",2jpd11oy0FGFebu6BpKSse
1'2 Many...,Common,5N5sD5xQd8gDj2bDNFVgM1
Iraq (See The World),"Capone-N-Noreaga, Castro, Musaliny, Mendosa, Troy Outlaw",14bPbR333MvHKef4YlY02f
"Heaterz (feat. Raekwon, Inspectah Deck, Ol' Dirty Bastard, U-God & Cappadonna)","Wu-Tang Clan, Raekwon, Inspectah Deck, Ol' Dirty Bastard, U-God, Cappadonna",2ATVo2uOcQL2Q2sBJbPgbd
Open Fire,2Pac,1EyH7MYN5CvdpFWqhDeT9K
Black Connection,Camp Lo,6AakzlXIJkSzKCIllG4gdf
Real Nigga Quotes,Common,1p6PPRNOGrWm316KAwAKJ7
When I Get Free II,2Pac,2bYtycTB28jxiELrsSf7sn
Been Around the World (feat. The Notorious B.I.G. & Mase),"Diddy, The Notorious B.I.G., Mase",1siDRjAa8MdxNoCHTiiQ7B
Wasteland Warriors (feat. Souljah Boy),"Bone Thugs-N-Harmony, Soulja Boy",0E63FYGC5HDOSBlf6Va0DC
Step into a World (Rapture's Delight),KRS-One,5xXL4i9L2ZbKBtENNh8fWY
Ghetto D,"Master P, Silkk The Shocker, C-Murder, O'Dell & Porsha",2eHwnllIOPBmpgFaoTWzux
WND,Atmosphere,4UOTV4rNYoWzjsrRoUuAqz
P**y Weed & Alcohol,5th Ward Boyz,1btRpwVC25KEM9YdGCAkBx
